Filename,PSNR,SSIM
00867.png,35.26336629732109,0.8634281370783757
00873.png,37.23392598903405,0.9228479827143156
00898.png,36.806014384726566,0.9309084360274992
00913.png,33.595326670596606,0.9010692058735058
00907.png,37.38942338437375,0.9434802741934468
00906.png,39.6782214337052,0.9547991829571535
00912.png,35.49642862026189,0.8960745797984502
00899.png,34.059527626928116,0.9404192362783025
00872.png,31.56524595562611,0.8925406200883593
00866.png,30.646212863634936,0.8786719936755784
00858.png,33.93196174570565,0.9414662474569759
00870.png,38.08065937207531,0.9536108657735776
00864.png,33.26096011333677,0.9043026924480572
00938.png,37.361668721901324,0.9320563867607247
00904.png,36.17449923294557,0.9344001704051158
00910.png,36.24517627849988,0.9374326463877943
00911.png,33.1305989797723,0.9004500434892666
00905.png,34.28377408217369,0.9203465533854857
00939.png,35.020544623522674,0.9161781058803493
00865.png,34.2201309016066,0.9009163853251616
00871.png,36.57432841926653,0.9088589271832005
00859.png,34.816384387598646,0.917668126675891
00875.png,36.255838385950156,0.9266538683459343
00861.png,37.20471054224928,0.9259684036228059
00849.png,32.91401236214449,0.9079577858973299
00901.png,32.635078684288715,0.883064409456817
00915.png,33.69989863866781,0.8713969231361575
00929.png,35.432666557221424,0.889789881262187
00928.png,35.72137548130838,0.9172244645020554
00914.png,34.565423022825875,0.9163171284633189
00900.png,30.595095267765757,0.9038500079820292
00848.png,33.08972878588306,0.8872598648664316
00860.png,33.8352073931809,0.8760394051533903
00874.png,35.736609012116126,0.9381065111481725
00862.png,32.53964017443878,0.8788799127803381
00876.png,32.98528511224925,0.9311689360931813
00889.png,34.298160985454025,0.9398352983928876
00916.png,29.217319749625776,0.9073408671784863
00902.png,35.53497911371156,0.9160026931074144
00903.png,33.28431147763285,0.8939161494362852
00917.png,35.30178675985516,0.8819034950619035
00888.png,37.02065918551349,0.9217974799250389
00877.png,35.59311465992572,0.95070124552874
00863.png,35.81215839601966,0.901843690601316
00838.png,38.32125391365023,0.9442975202565029
00804.png,35.50244894805762,0.9179481022780839
00810.png,33.37843013822781,0.8962005385990451
00958.png,30.434309109696862,0.8726322248545125
00970.png,35.7673293702381,0.9213682597671754
00964.png,35.403937626215004,0.8915050490081101
00965.png,36.796168816231194,0.9399326389152165
00971.png,37.479727664314815,0.9408232061618261
00959.png,36.713418551224485,0.9393594228859742
00811.png,36.95428904725872,0.92129957258867
00805.png,37.746859136092034,0.9490379797325691
00839.png,28.03438404962579,0.8945533447711512
00813.png,38.1824343411718,0.9486102583965955
00807.png,35.29757098011848,0.8962373166484797
00967.png,34.817279287557646,0.888397697625878
00973.png,31.902969982002098,0.9302869192492368
00998.png,37.5225120471987,0.9584146348693524
00999.png,33.81208618763612,0.9123999956003194
00972.png,37.90683533720284,0.9270428855609204
00966.png,30.718423344712043,0.895522796165556
00806.png,34.20426663992755,0.8610793195004308
00812.png,34.169455245942984,0.8990561105679462
00816.png,38.56834678262314,0.9474028728594873
00802.png,36.07469784737437,0.8932553838170713
00962.png,38.5039954566803,0.9529177672988908
00976.png,33.232919420403846,0.8731455193051588
00989.png,36.97694730115525,0.9284388945675391
00988.png,35.135716215955426,0.9206015764438247
00977.png,39.914651983188726,0.9596936050747428
00963.png,38.123177054677406,0.9257944336223717
00803.png,38.83071741180587,0.9356811463934483
00817.png,37.13584428624776,0.9320799885126673
00801.png,37.81731670427084,0.9230803771572655
00815.png,37.88188383746794,0.9357145939973682
00829.png,40.447387364041546,0.9605835678914313
00975.png,31.91868147057072,0.8977776927604625
00961.png,34.53022831131808,0.9416719378739279
00949.png,36.889361178682705,0.9397890053523469
00948.png,28.664587389122836,0.8278673201632417
00960.png,34.77282906555942,0.8986702561321126
00974.png,38.975899070038004,0.9325749196710097
00828.png,32.419561667114316,0.8623423208932065
00814.png,37.49861520368812,0.9170214118496373
00800.png,37.47561009556966,0.9266687388520857
00819.png,33.26140257462647,0.9221783070315727
00825.png,33.94356819043608,0.8880350975427151
00831.png,36.34904239779996,0.9306747655022719
00979.png,33.925322961780815,0.9253805194568808
00951.png,37.160553327507465,0.9239504826680766
00945.png,35.2656840371585,0.9075822484391547
00992.png,34.57483509376737,0.9285864771771721
00986.png,37.08283132006987,0.9591940184588804
00987.png,33.8666164268287,0.9066251218576626
00993.png,34.373330595496476,0.8894089325351291
00944.png,37.24425290839117,0.9123055923097051
00950.png,35.67300073823874,0.9075469737530137
00978.png,28.235868515819746,0.848105644061422
00830.png,38.965410921806274,0.9615932192732054
00824.png,32.221333566633156,0.8854881204098449
00818.png,32.308372649181365,0.907473970443847
00832.png,37.5115245819011,0.9442952290749896
00826.png,30.610527884837357,0.8383756278938449
00946.png,38.988010395591736,0.9430821741395233
00952.png,40.88731805643606,0.968487310530468
00985.png,36.723380208475575,0.9164165517750477
00991.png,35.68617490029871,0.9205163686406527
00990.png,35.99376107046835,0.9416930039637431
00984.png,30.295495664237116,0.8815957642008062
00953.png,35.40319178137562,0.9326190968933172
00947.png,33.252210086177165,0.9044399354881066
00827.png,37.2782863542096,0.950091758120942
00833.png,34.878545636064345,0.9273771953066364
00837.png,33.979898117382945,0.9118240182999277
00823.png,38.39056979193798,0.9159134912493713
00943.png,32.60049432897037,0.9219755482556047
00957.png,37.26856964733533,0.9391950057279567
00980.png,37.41212293013809,0.9553596300810386
00994.png,36.062978150706726,0.9244153256033666
00995.png,37.80957508437572,0.9287547449129839
00981.png,38.02918184193766,0.948682959131581
00956.png,34.783156854746686,0.9041617614152054
00942.png,37.073701618649274,0.9316175688419497
00822.png,38.77194613920713,0.9471661728431959
00836.png,36.7584064743681,0.9050876802414395
00820.png,36.952467809166684,0.955530598243736
00834.png,37.444719342448536,0.9471259506474939
00808.png,37.837988952897575,0.9295590309615175
00954.png,36.35486993733614,0.905494632695484
00940.png,36.7876922302579,0.9404086283416353
00968.png,34.945790796541715,0.9156055582861783
00997.png,36.65671091426204,0.942949898475763
00983.png,38.219589038538416,0.9283753583748823
00982.png,36.334970361683176,0.9374021413630488
00996.png,32.76021913543718,0.8959142087743533
00969.png,35.95804390907989,0.8926791033759591
00941.png,28.751552020554925,0.9233796471118799
00955.png,37.83441296457464,0.9360385878132079
00809.png,33.34476181984436,0.8960652417247198
00835.png,37.65729081422779,0.9378463404504629
00821.png,34.04643926674166,0.8710162396824953
00846.png,39.382060689235985,0.9581631647386476
00852.png,33.314987775324994,0.8747373004458362
00885.png,36.688852877921164,0.943441271044755
00891.png,37.27061935903538,0.9425095841495281
00932.png,40.61993134975257,0.9478591037051539
00926.png,36.24062587012117,0.8809311818864699
00927.png,37.27541844549869,0.9109797599640492
00933.png,37.208937401669424,0.9301858298355702
00890.png,35.52603532672815,0.9353903058260374
00884.png,34.07676832275851,0.9270883701552076
00853.png,34.310172733557536,0.9073427776899278
00847.png,37.108265117633,0.9494423902114182
00879.png,32.46643096460055,0.8969744779236931
00851.png,38.004366810013956,0.9442463084300523
00845.png,35.876837116934624,0.8880171768324923
00892.png,38.11308987773682,0.9330573399582324
00886.png,33.046020497899775,0.91245908484468
00919.png,38.20911501895856,0.9444002918082758
00925.png,34.52258310165109,0.89381741728366
00931.png,36.462813044347946,0.9421019056545127
00930.png,35.87488220384834,0.9195148202430676
00924.png,36.44440315727973,0.9430597606584321
00918.png,34.5584910036884,0.9217679671465433
00887.png,38.53974143541987,0.923310126841112
00893.png,32.96969947651444,0.9137431594736625
00844.png,36.31752787793399,0.9518364161749462
00850.png,36.517858405337044,0.922339608598918
00878.png,37.17415541295659,0.950798876683332
00854.png,33.451455854772945,0.8950119213389485
00840.png,33.84311550092645,0.8854369277081416
00868.png,36.35791844423522,0.9492746484694043
00897.png,38.58592575413484,0.9524667155808815
00883.png,35.15832678433981,0.9034760249691557
00920.png,32.424853203889015,0.9307681994218907
00934.png,33.212643271273315,0.8515448686687236
00908.png,39.51325028296173,0.9667467112129918
00909.png,34.89753593536562,0.9321622116196382
00935.png,37.50913340800847,0.9355527001746617
00921.png,37.422896415192696,0.9180159112127941
00882.png,35.648217628440044,0.9020182303704406
00896.png,35.46213468109721,0.8865352773648385
00869.png,36.71895559179049,0.9560181638546356
00841.png,35.58868103606342,0.9270800215947309
00855.png,34.85238321621122,0.9371225656456333
00843.png,37.31130520544283,0.8962634574989821
00857.png,39.206807454106276,0.9542800950796574
00880.png,40.36518907167505,0.9503344322828094
00894.png,34.16896983386471,0.9087311768071465
00937.png,32.99168275690963,0.861776529399509
00923.png,35.40084544910275,0.9177617616112034
00922.png,35.34684202361834,0.950308283530377
00936.png,34.25989523887858,0.8961302499728508
00895.png,32.87291129643266,0.881220668440953
00881.png,36.236601633420435,0.9352330914360305
00856.png,36.34120262524063,0.8770581069094844
00842.png,32.12215915885728,0.9073134544608538
